normalized_occurrence_id	source_id	form_raw	normalized_form	search_key	script	form_type	language_guess	language_normalized	gloss_or_translation	gloss_normalized	printed_page	pdf_page	section_or_chapter	source_pattern	quality_flags	context	resolution_status	resolution_action	include_in_unique	human_collation_note
WATKINS-NFORM-00392	WATKINS-FORM-02436	from the root *uag- of Greek	from the root *uag- of Greek	from the root uag- of greek	latin-script	attested_or_cited_form	Greek	Greek	break	break	430	447	44. Thor's hammer and the mace of Contract	form_plus_single_quote_gloss		ee common designations of the weapon, from two roots: Vedic vajrah = Avestan vazro; Vedic vadhah = Avestan va o; Vedic vadhar = Avestan vadara. The first, as noted in chap. 42, is from the root *uag- of Greek 'break';' the other two are both from the root *uedh- (*uedhh x -) discussed in chap. 32. The first is another verb of violent action, and the second is in Indic suppletive to the v	not-suspect		true	
WATKINS-NFORM-00393	WATKINS-FORM-02135	from the same roots Homeric Greek	from the same roots Homeric Greek	from the same roots homeric greek	latin-script	attested_or_cited_form	Homeric Greek	Greek	swift dogs	swift dogs	310	327	28. The root *gʷhen-: Vedic han-	form_plus_single_quote_gloss		.. (43) yo janat snauuiSkam... 4. King Rjisvan is thus the COMPANION in the basic formula. His name, 'having swift dogs', is itself an Indo-European formula, cf. from the same roots Homeric Greek 'swift dogs' and the Caland composition form (IE *h2rg-ro--, *h 2 rg-i-). The episode of Odysseus' dog Argos is also a topos built out of the same for	not-suspect		true	
WATKINS-NFORM-00394	WATKINS-FORM-02076	from tnanth	from tnanth	from tnanth	latin-script	attested_or_cited_form	Greek	Greek	twirl	twirl	256	273	24. Early Irish rose	form_plus_single_quote_gloss		quation (1960) of Vedicpra math 'rob, carry away, steal away with' and Greek (Doric ). Her establishment of the necessary separation of math 'rob' from tnanth 'twirl', together with the many textual collocations of the name of Mataris'van who brought fire to man and math 'rob' demonstrates, as she shows, that the Mataris'van-Prometheus myth, long assumed to be cogn	not-suspect		true	
WATKINS-NFORM-00395	WATKINS-FORM-01111	γεφύρωσε ... νόστον	γεφύρωσε ... νόστον	gephurose ... noston	greek	Greek_form	Greek	Greek			368	385	36. The myth in Greece: Variations on the formula and theme	unicode_greek_span		man-slaying war: Memnon of overweening power, and Hector, and the other heroes. ``` ```text Homeric formulaic reminiscences—down to the order of the elements—include γεφύρωσε ... νόστον (Il. 15.357 γεφύρωσεν δὲ κέλευθον 'bridged a way'), ἷνας ἐκταμὼν (Il. 17.522 ἷνα τάμῃ διά 'cut through the sinew'),... μάχας ... ἔργον κορύσσοντα (//. 2.273 πόλεμόν τε κορύσσων 'marshalling war'). The	not-suspect		true	
WATKINS-NFORM-00396	WATKINS-FORM-01112	γεφύρωσεν δὲ κέλευθον	γεφύρωσεν δὲ κέλευθον	gephurosen de keleuthon	greek	Greek_form	Greek	Greek		bridged a way	368	385	36. The myth in Greece: Variations on the formula and theme	unicode_greek_span		mnon of overweening power, and Hector, and the other heroes. ``` ```text Homeric formulaic reminiscences—down to the order of the elements—include γεφύρωσε ... νόστον (Il. 15.357 γεφύρωσεν δὲ κέλευθον 'bridged a way'), ἷνας ἐκταμὼν (Il. 17.522 ἷνα τάμῃ διά 'cut through the sinew'),... μάχας ... ἔργον κορύσσοντα (//. 2.273 πόλεμόν τε κορύσσων 'marshalling war'). The immediate model for (μάχας) ἐνα	not-suspect		true	
WATKINS-NFORM-00397	WATKINS-FORM-02270	γεφύρωσεν δὲ κέλευθον	γεφύρωσεν δὲ κέλευθον	gephurosen de keleuthon	greek	Greek_form	Greek	Greek	bridged a way	bridged a way	368	385	36. The myth in Greece: Variations on the formula and theme	form_plus_single_quote_gloss		mnon of overweening power, and Hector, and the other heroes. ``` ```text Homeric formulaic reminiscences—down to the order of the elements—include γεφύρωσε ... νόστον (Il. 15.357 γεφύρωσεν δὲ κέλευθον 'bridged a way'), ἷνας ἐκταμὼν (Il. 17.522 ἷνα τάμῃ διά 'cut through the sinew'),... μάχας ... ἔργον κορύσσοντα (//. 2.273 πόλεμόν τε κορύσσων 'marshalling war'). The immediate model for (μάχας) ἐνα	not-suspect		true	
WATKINS-NFORM-00398	WATKINS-FORM-01465	gives the	gives the	gives the	latin-script	attested_or_cited_form	Greek	Greek	Caland-form	Caland-form	35	52	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	form_plus_single_quote_gloss		me of the pathetic beast, who expires a few lines later; but the little ring identifies a topos of Indo-European date. The Vedic compound name r̥jí-śvan- 'having swift/white dogs' gives the 'Caland-form', like Greek ἀργι-, of the adjective in the Homeric formula κύνες ἀργοί 'swift/white dogs'. See further chap. 14. Hesiod, Works and Days 202ff., says 'now I will tell a fable for princes...' which	not-suspect		true	
WATKINS-NFORM-00399	WATKINS-FORM-01757	Greek	Greek	greek	latin-script	attested_or_cited_form	Greek	Greek	"(""sea"") gull"	"(""sea"") gull"	141	158	11. Most ancient Indo-Europeans	form_plus_single_quote_gloss		"ull, Larus ridibundus, whose present winter range covers almost all of central Anatolia as well as its littoral according to the map in Jonsson 1993:264. If the similarity laries: Greek '(""sea"") gull' is not just coincidental, tuhhandat 'sobbed, gasped' would refer to this bird's cry, described in Jonsson as 'a nasal melodious 'auhr', near colonies screaming and obtrusive'. The verse (KBo 10.24 ii"	not-suspect		true	
WATKINS-NFORM-00400	WATKINS-FORM-02213	Greek	Greek	greek	latin-script	attested_or_cited_form	Greek	Greek	thunderbolt	thunderbolt	343	360	34. Second variant: The root *terh₂-	form_plus_single_quote_gloss		olk etymology or tabu deformation by metathesis are well-documented precisely in divine names; we can observe the process from *per[K]-aunos (Slavic god Perum.) and *ker[p]-aunos (Greek 'thunderbolt') to English doggone and goddam. The result is an etymological quandary: is the similarity just accident, or is one divine name metathcsized from the other by folk etymology or other de	not-suspect		true	
WATKINS-NFORM-00401	WATKINS-FORM-02648	Greek	Greek	greek	latin-script	attested_or_cited_form	Greek	Greek	marrow	marrow	531	548	57. The charms of Indo-European	form_plus_single_quote_gloss		"also attested as smaois, and smusach, attested also as smuasach, smaoiseach (""expressive"" *smou-ss-l *smu-ss-) 'marrow heart', we can compare—at the level of the root, to be sure—Greek 'marrow', attested from Homer on, and hitherto without etymology. 8. From the text passages cited in the Academy's Diet. s. v. smuas it appears that smir and smuas were proverbial inseparable entities;"	not-suspect		true	
WATKINS-NFORM-00402	WATKINS-FORM-01833	Greek πεῖραρ, πείρατα γαίης	Greek πεῖραρ, πείρατα γαίης	greek peirar peirata gaies	mixed-greek-latin	Greek_form	Greek	Greek	end(s) of the earth	end(s) of the earth	162	179	12. The comparison of formulaic sequences	form_plus_single_quote_gloss		t article of 1974 (1975:327) Karl Hoffmann demonstrated the existence of a common Indo-European lexical item *per-ur, *per-uon-/-un un}~ in Vedic parur, parvan- 'joint', Greek πεῖραρ, πείρατα γαίης 'end(s) of the earth', Hittite peru(r),perun- 'rock',8 and Vedic parvata- m. 'mountain', A vestanpauruuataf. 'mountain range' (*per-un-to-). In accord with the root meaning 'come, go' of *per(	not-suspect		true	
WATKINS-NFORM-00403	WATKINS-FORM-02315	Greek reflex of *uedh-, the participle	Greek reflex of *uedh-, the participle	greek reflex of uedh- the participle	latin-script	attested_or_cited_form	Greek	Greek	smiting, wasting	smiting, wasting	409	426	42. The name of Meleager	form_plus_single_quote_gloss		n the mission in Iliad 9, as an exemplum. Here as in Bacchylides we find the reciprocal of the basic formula, this time with the Calydonian boar as subject of the exceedingly rare Greek reflex of *uedh-, the participle 'smiting, wasting'.2 Iliad 9.539f. ... (note the phonetic figure indexing the name )/ 'a wild boar white of tusk... / that wrought much	not-suspect		true	
WATKINS-NFORM-00404	WATKINS-FORM-02553	h a h an unspoken VASmi	h a h an unspoken VASmi	h a h an unspoken vasmi	latin-script	attested_or_cited_form	Greek	Greek	I want	I want	484	501	50. The best of the Achaeans	form_plus_single_quote_gloss		r his former lover, the vanishing apsaras Urvasi, at RV 10.95.17 upa siksamy urvasim vasisthah 'I the best (lover) long for Urvasi (where there may be a play ur VA Sim V A S i s t h a h an unspoken VASmi 'I want'). 2 These three are the only beings in the Rigveda to receive the epithet, which is otherwise only a name. As in Greek the positive 'good' is common as well as a divine epithet. In the Ri	not-suspect		true	
WATKINS-NFORM-00405	WATKINS-FORM-02325	harim.. . vajram	harim.. . vajram	harim.. . vajram	latin-script	attested_or_cited_form	Greek	Greek	the yellow cudgel	the yellow cudgel	411	428	42. The name of Meleager	form_plus_single_quote_gloss		of bronze', as well as 10.96.3-4 cited above, and Yt. 10.96 zarois aiianho frahixtam 'cast in yellow bronze'. With the 'yellow' cudgel of Poluphemos note RV 3.44.4 harim.. . vajram 'the yellow cudgel', as well as 10.96.3-4 and the Avestan epithet just cited. For the 'rough' cudgel of Herakles, the studded club familiar in Greek iconography, cf. Ved. sahasrabhrstih 'wi	not-suspect		true	
WATKINS-NFORM-00406	WATKINS-FORM-01783	have had no knowledge, the Luvian	have had no knowledge, the Luvian	have had no knowledge the luvian	latin-script	attested_or_cited_form	Greek	Greek	locatival	locatival	150	167	11. Most ancient Indo-Europeans	form_plus_single_quote_gloss		t 'the ancient grammarian's Tap is probably right' is surely preferable. Wackernagel's insight on is vindicated, I would suggest, by later evidence of which he could have had no knowledge, the Luvian 'locatival' enclitic sentential particle tor precisely in the combination with the indefinite relative pronoun kuis=tar,26 the sequence identical to the Greek combination with the interr	not-suspect		true	
WATKINS-NFORM-00407	WATKINS-FORM-02349	have the same root *segh-	have the same root *segh-	have the same root segh	latin-script	attested_or_cited_form	Greek	Greek	overcome, conquer	overcome, conquer	414	431	43. The Germanic world	form_plus_single_quote_gloss		"80:Appendix 5. 2. Cf. Klaeber 1950:xv-xviii and note to line 1457. That the Germanic names of the dragon-slay- ing hero in their first element (cf. Gothic sigis 'victory') have the same root *segh- 'overcome, conquer' as the Greek name "" (Hektor) is perhaps accidental, but still worth pointing out. The semantics of the formation of the name "" are older than those of the s"	not-suspect		true	
WATKINS-NFORM-00408	WATKINS-FORM-02162	here clearly stands for	here clearly stands for	here clearly stands for	latin-script	attested_or_cited_form	Greek	Greek	be slain	be slain	327	344	31. The slayer slain: A reciprocal formula	form_plus_single_quote_gloss		in the famous simile of Achilles before the combat with Aeneas (//. 20.1723), 'like a lion...': ```text ... whether he slay some man, or perish himself. ``` 'Perish' here clearly stands for 'be slain'—as the passage is frequently translated; the reciprocal passive is not formed from the verb 7tecpveu.ev in this tense and aspect in Greek, so the etymological figure was blocked. In RV	not-suspect		true	
WATKINS-NFORM-00409	WATKINS-FORM-02146	Here the participle of kay-	Here the participle of kay-	here the participle of kay	latin-script	attested_or_cited_form	Greek	Greek	avenge	avenge	319	336	29. The root *gʷhen-: Avestan jan-	form_plus_single_quote_gloss		"es with 'which Kavi VTstaspa bore,' asahe haenaiiS caessmno 'going to avenge Asa on the enemy army'. (Read as3tn\ the error was induced by the line-initial asahe two lines later.) Here the participle of kay- 'avenge', IE *k""ei-, occupies a position parallel tojaini 'was slain', IE *gʷhen-. For other examples from Avestan and especially Greek see chap. 49. <!-- pdf-page: 337; printed-page: 320 -->"	not-suspect		true	
WATKINS-NFORM-00410	WATKINS-FORM-01448	hex amata sunnekheos	hex amata sunnekheos	hex amata sunnekheos	latin-script	attested_or_cited_form	Greek	Greek	for six days continuously	for six days continuously	29	46	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	form_plus_single_quote_gloss		"ure"" of the notion, as does the expressive doubling (lengthening) of consonants in Greek aprosoraton okkheonti ponon 'they endure toil that none can look upon' (Pindar, Ol. 2.67), hex amata sunnekheos 'for six days continuously' (Bacchylides 5.113 et passim), aiolon opphin 'wriggling snake' (Homer, //. 12.208). The deformation of the consonant mimics the semantics of the word which contains it. Th"	not-suspect		true	
WATKINS-NFORM-00411	WATKINS-FORM-02518	Hittite ishimas, ishiman-	Hittite ishimas, ishiman-	hittite ishimas ishiman	latin-script	attested_or_cited_form	Greek	Greek	rope, cord	rope, cord	455	472	46. Typhoeus and the Illuyankas	form_plus_single_quote_gloss		And Hupasiyas came and bound the serpent with a cord. The Storm God came and killed the serpent, and the gods were with him. ``` Hittite ishimas, ishiman- 'rope, cord' and Greek ἱμάς, ἱμάντ- 'thong' are in fact cognates, but more importantly they are sufficiently similar in sound and meaning to be compared by speakers in a language-contact situati	not-suspect		true	
WATKINS-NFORM-00412	WATKINS-FORM-01950	hominumque boumque labores	hominumque boumque labores	hominumque boumque labores	latin-script	attested_or_cited_form	Greek	Greek	"the
toil of men and oxen"	"the
toil of men and oxen"	211	228	17. Some Indo-European prayers: Cato's lustration of the fields	form_plus_single_quote_gloss		rshevitch (Iranian). Whence Greek ovSpoOToSeoai (Homer+) 'slaves' '2-footed chattels' beside Mycenean qetoropopi [k'etropopphi] '4-footed chattels'. Note also Vergil Georgia 1.118 hominumque boumque labores 'the toil of men and oxen', as pointed out to me by Richard Thomas. 24. 1945:6,11 and more clearly in 1970:309, condensed in 1969:148-50. ``` <!-- pdf-page: 229; printed-page: 212 -->	not-suspect		true	
