page,line_on_page,prefix,form,display_form,context
27,22,,*ǵʰersdʰ-,*ǵʰersdʰ-,"revision. We have, for instance, modified *ǵʰersdʰ- to *ǵʰersd-. This is the least problematic"
27,22,,*ǵʰersd-.,*ǵʰersd-.,"revision. We have, for instance, modified *ǵʰersdʰ- to *ǵʰersd-. This is the least problematic"
27,27,,*se-sh₁-o-.,*se-sh₁-o-.,"cognates such as Hitt. šēša-, which cannot regularly be derived from *se-sh₁-o-. It is particularly"
27,30,,*ǵʰersd-.,*ǵʰersd-.,NP zurd ‘millet’ as a false continuant of *ǵʰersd-. Where formal problems were insurmount-
27,32,,*keres-,*keres-,pus of potentially inherited lexical items. Examples of such rejected comparisons are *keres-
27,33,,*pano-,*pano-,"and *pano-, both assumed to have referred to millet. Strikingly, not a single word for millet"
27,42,,*bʰars-,*bʰars-,egory of prehistoric loans from one or more unknown sources: *bʰars- ‘a cereal’ and *au̯i^g-
27,42,,*au̯i^g-,*au̯i^g-,egory of prehistoric loans from one or more unknown sources: *bʰars- ‘a cereal’ and *au̯i^g-
28,2,,*d(e)rH-ueh₂-,*d(e)rH-ueh₂-,"of the cognates, but not all of them. The formation *d(e)rH-ueh₂-, for instance, refers to a kind"
28,9,,*ǵrH-no-,*ǵrH-no-,"to previous views (see Table 1), the Proto-Indo-European meaning of *ǵrH-no- was not"
28,11,,*pelH-u-,*pelH-u-,Indo-European meaning of *pelH-u- cannot have been ‘chaff’; this meaning is dominant only
28,13,,*puH-ro-,*puH-ro-,"‘dust’, ‘powder’ or even ‘snow’. By contrast, the term *puH-ro- does refer to a cereal in all the"
28,15,,*peuH-,*peuH-,"*peuH- ‘clean, purify’, which could not have happened before this root acquired the secondary"
28,21,,*h₂erh₃-,*h₂erh₃-,"demonstrated for the root *h₂erh₃-, meaning ‘crush, shatter’ in Anatolian, but ‘plow’ in core"
28,22,,*sper-,*sper-,"Indo-European, including Tocharian. The root *sper- means ‘scatter’ in Anatolian, but displays"
28,23,,*h₂leh₁-,*h₂leh₁-,a semantic shift to ‘seed’ in Greek and Albanian. The core Indo-European root *h₂leh₁- ‘grind;
28,25,,*neik-,*neik-,"further attractive to assume that the root *neik-, meaning ‘winnow’ in a large subset of the"
28,26,,*neik-,*neik-,"European branches, is etymologically identical to the root *neik- ‘raise, stir’, already found in"
28,28,,*gʷr(e)h₂-uon-,*gʷr(e)h₂-uon-,"the well-known example of *gʷr(e)h₂-uon-, meaning ‘stone’ in Tocharian, but ‘grindstone’ in"
28,29,,*h₂eḱk-os-,*h₂eḱk-os-,"the other branches in which it is attested. In addition, there is the s-stem *h₂eḱk-os- meaning"
28,32,,*selk-,*selk-,"found exclusively in the European centum languages. The root *selk- ‘draw’, as continued by"
28,33,,*slk-,*slk-,"ToB sälk- and Gk. ἕλκω, served as the basis for a root noun *slk- ‘furrow; plow’ in Germanic"
28,34,,*solk-o-,*solk-o-,and an o-stem *solk-o- ‘furrow’ in Italic and Greek. The s-stem *h₂eḱk-os- meaning ‘tip (of
28,34,,*h₂eḱk-os-,*h₂eḱk-os-,and an o-stem *solk-o- ‘furrow’ in Italic and Greek. The s-stem *h₂eḱk-os- meaning ‘tip (of
28,36,,*h₂eḱk-on-eh₂-,*h₂eḱk-on-eh₂-,related collective formation *h₂eḱk-on-eh₂- similarly acquired an agricultural meaning in the
28,46,,*h₂(e)lbʰ-it-,*h₂(e)lbʰ-it-,"creation of terms shared only by a limited subsection of Greek and Albanian, e.g. *h₂(e)lbʰ-it-"
28,47,,*spor-eh₂-,*spor-eh₂-,"‘barley’ and *spor-eh₂- ‘seed’, may be as recent as the last common ancestor, and should not be"
29,17,,*d(e)rH-ueh2-,*d(e)rH-ueh2-,*d(e)rH-ueh2-
29,32,,*dhoH-neh2-,*dhoH-neh2-,*dhoH-neh2-
29,47,,*ǵhelH-,*ǵhelH-,*ǵhelH-
29,62,└›?,*ǵholH-o-,└›?*ǵholH-o-,└›?*ǵholH-o-
29,77,,*ǵhersd-,*ǵhersd-,*ǵhersd-
29,91,,*ǵhreud-,*ǵhreud-,*ǵhreud-
29,106,└›,*ǵhrud-o(n)-,└›*ǵhrud-o(n)-,└›*ǵhrud-o(n)-
29,120,,*ǵrH-no-,*ǵrH-no-,*ǵrH-no-
29,135,?,*gweu-os-,?*gweu-os-,?*gweu-os-
29,150,,*gwr(e)h2-uon-,*gwr(e)h2-uon-,*gwr(e)h2-uon-
29,165,,*h2ed-,*h2ed-,*h2ed-
29,180,└›,*h2ed-o(s)-,└›*h2ed-o(s)-,└›*h2ed-o(s)-
29,194,,*h2eǵ-ro-,*h2eǵ-ro-,*h2eǵ-ro-
29,209,,*h2e(h2)i-r-ieh2-,*h2e(h2)i-r-ieh2-,*h2e(h2)i-r-ieh2-
29,224,?,*h2eḱk-ti-,?*h2eḱk-ti-,?*h2eḱk-ti-
29,239,,*h2eḱk-on-eh2-,*h2eḱk-on-eh2-,*h2eḱk-on-eh2-
29,254,,*h2eḱk-os-,*h2eḱk-os-,*h2eḱk-os-
29,269,,*h2(e)lbh-it-,*h2(e)lbh-it-,*h2(e)lbh-it-
29,283,,*h2erh3-,*h2erh3-,*h2erh3-
29,298,└›,*h2erh3-tro-,└›*h2erh3-tro-,└›*h2erh3-tro-
29,312,└›,*h2erh3-ur/n-,└›*h2erh3-ur/n-,└›*h2erh3-ur/n-
29,326,,*h2leh1-,*h2leh1-,*h2leh1-
29,341,└›,*h2l(e)h1-ur/n-,└›*h2l(e)h1-ur/n-,└›*h2l(e)h1-ur/n-
29,355,└›,*h2loh1-uo/eh2-,└›*h2loh1-uo/eh2-,└›*h2loh1-uo/eh2-
29,369,,*Hoket-(i)eh2-,*Hoket-(i)eh2-,*Hoket-(i)eh2-
29,383,,*(H)ieu(H)-,*(H)ieu(H)-,*(H)ieu(H)-
29,397,,*kweh2t-,*kweh2t-,*kweh2t-
29,412,└›?,*kweh2t-i-,└›?*kweh2t-i-,└›?*kweh2t-i-
29,426,?,*kwels-,?*kwels-,?*kwels-
29,441,,*(ḱk)eh2p-o/eh2-,*(ḱk)eh2p-o/eh2-,*(ḱk)eh2p-o/eh2-
29,455,,*(H)lois-eh2-,*(H)lois-eh2-,*(H)lois-eh2-
29,470,,*neik-,*neik-,*neik-
29,485,,*peis-,*peis-,*peis-
29,500,,*pelH-,*pelH-,*pelH-
29,515,└›,*pelH-ou-,└›*pelH-ou-,└›*pelH-ou-
29,530,└›,*p(o)lH-u-,└›*p(o)lH-u-,└›*p(o)lH-u-
29,545,?,*perḱk-,?*perḱk-,?*perḱk-
29,560,└›,*prḱk(-eh2)-,└›*prḱk(-eh2)-,└›*prḱk(-eh2)-
29,574,,*peuH-,*peuH-,*peuH-
29,589,└›,*puH-ro-,└›*puH-ro-,└›*puH-ro-
29,603,,*polḱk-eh2-,*polḱk-eh2-,*polḱk-eh2-
29,617,,*rugh-i-,*rugh-i-,*rugh-i-
30,17,,*seǵh-e-tleh2-,*seǵh-e-tleh2-,*seǵh-e-tleh2-
30,31,,*seh1-,*seh1-,*seh1-
30,46,└›,*seh1-men-,└›*seh1-men-,└›*seh1-men-
30,60,└›,*se-sh1-io-,└›*se-sh1-io-,└›*se-sh1-io-
30,75,,*selk-,*selk-,*selk-
30,90,└›,*solk-o-,└›*solk-o-,└›*solk-o-
30,104,,*serp-,*serp-,*serp-
30,119,└›,*serp-o/eh2-,└›*serp-o/eh2-,└›*serp-o/eh2-
30,133,,*sper-,*sper-,*sper-
30,148,└›,*spor-eh2-,└›*spor-eh2-,└›*spor-eh2-
30,162,,*uers-,*uers-,*uers-
30,177,,*uogwh-(m)nis-,*uogwh-(m)nis-,*uogwh-(m)nis-
31,23,,*(H)ieu(H)-,*(H)ieu(H)-,must at least admit the cereal term *(H)ieu(H)- and perhaps *ǵʰ(e)rsd-. For the core Indo-
31,23,,*ǵʰ(e)rsd-.,*ǵʰ(e)rsd-.,must at least admit the cereal term *(H)ieu(H)- and perhaps *ǵʰ(e)rsd-. For the core Indo-
31,26,,*h₂erh₃-,*h₂erh₃-,"least *h₂erh₃- ‘plow’, *h₂erh₃-ur/n- ‘(arable) field’, *peis- ‘grind (grain)’, *se-sh₁-io- ‘a cereal’,"
31,26,,*h₂erh₃-ur/n-,*h₂erh₃-ur/n-,"least *h₂erh₃- ‘plow’, *h₂erh₃-ur/n- ‘(arable) field’, *peis- ‘grind (grain)’, *se-sh₁-io- ‘a cereal’,"
31,26,,*peis-,*peis-,"least *h₂erh₃- ‘plow’, *h₂erh₃-ur/n- ‘(arable) field’, *peis- ‘grind (grain)’, *se-sh₁-io- ‘a cereal’,"
31,26,,*se-sh₁-io-,*se-sh₁-io-,"least *h₂erh₃- ‘plow’, *h₂erh₃-ur/n- ‘(arable) field’, *peis- ‘grind (grain)’, *se-sh₁-io- ‘a cereal’,"
31,27,,*h₂ed-o(s)-,*h₂ed-o(s)-,"*h₂ed-o(s)- ‘a (parched?) cereal’, *dʰoH-neh₂- ‘(cereal) seed’ and *pelH-u- ‘chaff’. By applying"
31,27,,*dʰoH-neh₂-,*dʰoH-neh₂-,"*h₂ed-o(s)- ‘a (parched?) cereal’, *dʰoH-neh₂- ‘(cereal) seed’ and *pelH-u- ‘chaff’. By applying"
31,27,,*pelH-u-,*pelH-u-,"*h₂ed-o(s)- ‘a (parched?) cereal’, *dʰoH-neh₂- ‘(cereal) seed’ and *pelH-u- ‘chaff’. By applying"
31,31,,*h₂erh₃-,*h₂erh₃-,"the second-most basal stage, prior to the Tocharian split, the root *h₂erh₃- had already under-"
32,9,,*ǵrH-no-,*ǵrH-no-,"of *ǵrH-no- ‘granule’, plausibly derived from a root *ǵerH- ‘scatter’, with domesticated plant"
32,9,,*ǵerH-,*ǵerH-,"of *ǵrH-no- ‘granule’, plausibly derived from a root *ǵerH- ‘scatter’, with domesticated plant"
32,12,,*peuH-,*peuH-,cated or non-domesticated) plant. The root *peuH- retained its original meaning ‘purify’ in
32,14,,*puH-ro-,*puH-ro-,"possibly Albanian, in view of the derivation *puH-ro- ‘a kind of cereal’, but Indo-Iranian takes"
32,16,,*gʷr(e)h₂-,*gʷr(e)h₂-,"not restricted to agricultural societies. Nevertheless, it is striking that the formation *gʷr(e)h₂-"
32,20,,*h₂eǵ-ro-,*h₂eǵ-ro-,"tics of Indo-Iranian is that of PIE *h₂eǵ-ro-, whose original meaning ‘plain (for driving cattle?)’"
32,30,,*h₂erh₃-,*h₂erh₃-,vocabulary was lost in Indo-Iranian. As the root *h₂erh₃- is also attested with the meaning
32,32,,*h₂rh₃-,*h₂rh₃-,"possessed this verb, something that also follows from the preservation of the formation *h₂rh₃-"
39,2,,*CRHUV.,*CRHUV.,"Lubotsky A. The Indo-Iranian reflexes of PIE *CRHUV. In: Lubotsky A, editor. Sound law and analogy"
40,40,,*-kwe,*-kwe,"Watkins C. Indo-European *-kwe ‘and’ in Hittite. In: O¨ lberg HM, editor. Sprachwissenschaftliche For-"
40,52,,*ādu-,*ādu-,"Rossi A. Possiamo continuare a connettere ir. *ādu- a ie. ‘mangiare’? In: Belluscio G, Mendicino A,"
40,67,,*ādu-.,*ādu-.,Hamp EP. Once again Iranian *ādu-. Transactions of the Philological Society. 1973; 72:137.
42,6,,*-i(a)-Adjektive,*-i(a)-Adjektive,"tischen *-i(a)-Adjektive und zur Etymologie von fi. kallis ‘teuer; lieb’, urgerm. *χalđiz ‘eher; lieber’ und"
42,6,,*χalđiz,*χalđiz,"tischen *-i(a)-Adjektive und zur Etymologie von fi. kallis ‘teuer; lieb’, urgerm. *χalđiz ‘eher; lieber’ und"
42,7,,*kol(H)-no-,*kol(H)-no-,idg. *kol(H)-no- ‘hoch’. International Journal of Diachronic Linguistics and Linguistic Reconstruction.
42,12,,*oḱketā.,*oḱketā.,"Boryś W. Słowiańskie relikty indoeuropejskiej nazwy brony (wschsłow. osetь, pol. jesieć a ie. *oḱketā."
42,44,,*s,*s,Matasović R. The etymology of Latin focus and the devoicing of final stops before *s in Proto-Indo-
42,62,,*h₁s-,*h₁s-,Kimball S. Initial *h₁s- in Hittite. Studies in memory of Warren Cowgill (1929–1985) Papers from the
42,81,,*kurro-.,*kurro-.,Hamp EP. Pre-Romance Alpe¯s and *kurro-. Romance Philology. 1960; 13(4):387–90.
43,68,,*j,*j,Orel VE. PIE *j in Albanian. Folia Linguistica Historica. 1989; 8:37–49.
44,37,,*sǵhe´dhlā.,*sǵhe´dhlā.,"Hamp EP. Indo-European *sǵhe´dhlā. In: Lubotsky A, Schaeken J, Wiedenhof J, Siebinga S, editors."
