label	line	pdf_page	source_page	context
German	2561	pdf-144	128	Finally, there is yet another possibility: the devoicing rule too was lost in most vernacular dialects of southern Germany, and it might not be an accident that both that loss and the loss of [-k] in such forms as lang occurred in approximately the same geographical area. So far as we can discover, 
Finnish	2563	pdf-144	128	The hypothesis that apparent examples of rule reordering are actually just the projection of rule outputs into underlying forms is worth considering simply because it is surprisingly difficult to find a watertight counterexample in which the restructuring of underlying forms could not have happened.
Proto-Baltic Finnic	2565	pdf-144	128	In Proto-Baltic Finnic (PBF) the sequence *ti became *si by a sequence of sound changes; typical examples are adduced in Table 6.12. Subsequently Finnish acquired many new words containing the sequence ti; an obvious example is äiti ‘mother’, which was borrowed either from Gothic aiþei or from whate
Finnish	2565	pdf-144	128	In Proto-Baltic Finnic (PBF) the sequence *ti became *si by a sequence of sound changes; typical examples are adduced in Table 6.12. Subsequently Finnish acquired many new words containing the sequence ti; an obvious example is äiti ‘mother’, which was borrowed either from Gothic aiþei or from whate
Gothic	2565	pdf-144	128	In Proto-Baltic Finnic (PBF) the sequence *ti became *si by a sequence of sound changes; typical examples are adduced in Table 6.12. Subsequently Finnish acquired many new words containing the sequence ti; an obvious example is äiti ‘mother’, which was borrowed either from Gothic aiþei or from whate
Gothic	2565	pdf-144	128	In Proto-Baltic Finnic (PBF) the sequence *ti became *si by a sequence of sound changes; typical examples are adduced in Table 6.12. Subsequently Finnish acquired many new words containing the sequence ti; an obvious example is äiti ‘mother’, which was borrowed either from Gothic aiþei or from whate
Proto-Baltic Finnic	2573	pdf-145	129	**Table 6.12 Assibilation in Proto-Baltic Finnic**
Finnish	2577	pdf-145	129	*weti ‘water’ >    *wesi >  Finnish, Estonian vesi
Estonian	2577	pdf-145	129	*weti ‘water’ >    *wesi >  Finnish, Estonian vesi
Finn.	2578	pdf-145	129	*käti ‘hand’ >     *käsi >   Finn., Est. käsi
Est.	2578	pdf-145	129	*käti ‘hand’ >     *käsi >   Finn., Est. käsi
Finn.	2579	pdf-145	129	*kakti ‘two’ >     *kaksi >  Finn. kaksi, Est. kaks
Est.	2579	pdf-145	129	*kakti ‘two’ >     *kaksi >  Finn. kaksi, Est. kaks
Finn.	2580	pdf-145	129	*wi:ti ‘five’ >     *wi:si >  Finn. viisi, Est. viis
Est.	2580	pdf-145	129	*wi:ti ‘five’ >     *wi:si >  Finn. viisi, Est. viis
Finnish	2583	pdf-145	129	**Table 6.13 3sg. simple past tense forms in Finnish**
Finnish	2594	pdf-145	129	i continued to be part of the phonology of Finnish, applying only in derived environments. (The underlying stems of the Finnish words are /vete/, /käte/, /kakte/, /viite/; the final -i of the endingless forms of these and many other nominals is the result of a vowel raising rule, so the assibilation
Finnish	2594	pdf-145	129	i continued to be part of the phonology of Finnish, applying only in derived environments. (The underlying stems of the Finnish words are /vete/, /käte/, /kakte/, /viite/; the final -i of the endingless forms of these and many other nominals is the result of a vowel raising rule, so the assibilation
Finnish	2618	pdf-146	130	Kiparsky adduces philological and distributional evidence that the lastmentioned class of assibilated forms are innovations: documents of the sixteenth and seventeenth centuries exhibit more unassibilated forms of these verbs than does modern Finnish (ibid. pp. 168–9), and in productive formations o
Finnish	2655	pdf-146	130	better knowledge of Finnish dialects we cannot exclude the possibility that this is a
Menomini	2660	pdf-147	131	**Table 6.14 /o:/-raising in Menomini**
Menomini	2678	pdf-147	131	In mid-twentieth-century Menomini, as recorded in Bloomfield 1962, the vowel [u:] did not occur underlyingly in normal native lexemes; it arose on the surface by raising of underlying /o:/ when a high vowel or a postconsonantal semivowel followed later in the word (ibid. p. 3). The pairs of examples
Menomini	2688	pdf-147	131	that is true; but why was it possible for speakers of Menomini to borrow this
Menomini	2698	pdf-148	132	From these additional facts about Menomini raising we seem forced to conclude that [u:] had somehow achieved phonological independence, so that it could be underlying /u:/ in interjections and loanwords, even though it was fully predictable on the surface, since its only source was the raising rule.
Menomini	2700	pdf-148	132	The crucial fact seems to be that some Menomini [u:] did not alternate with [o:] because they were followed by a high vowel or a postconsonantal semivowel in every form of the lexeme in which they occurred. The examples in (17) below (from Bloomfield 1962, 1975) are typical.
Menomini	2702	pdf-148	132	mu:čehkih ‘blue jay’ (pl. mu:čehki:hsak) tu:ti:s ‘snipe’ (pl. tu:ti:hsak ∼tu:ti:skok) seka:ku:hsyah ‘onion’ (pl. seka:ku:hsyak) nemu:hkehkwan ‘my eyebrow’ (kemu:hkehkwan ‘your eyebrow’, etc.) nɛhtu:hkwan ‘my elbow’ (pl. nɛhtu:hkwanan; ohtu:hkwan ‘his/her elbow’, etc.) ku:wiči:ʔsow ‘she plays shinny’
Menomini	2714	pdf-149	133	We strongly suspect that learner errors of this kind – positing underlying segments which are phonologically derivable just because they do not alternate in the morphemes in question – are very common, though they become detectable only when further changes occur. As in Menomini, loanwords sometimes
Menomini	2714	pdf-149	133	We strongly suspect that learner errors of this kind – positing underlying segments which are phonologically derivable just because they do not alternate in the morphemes in question – are very common, though they become detectable only when further changes occur. As in Menomini, loanwords sometimes
ME	2716	pdf-149	133	A third example of this process, more thoroughly researched (because we have much more historical information), is the phonemic split of voiceless and voiced anterior fricatives in ME. In prehistoric OE the anterior fricatives *f, *þ (i.e. *[θ]), and *s had become voiced in fully voiced environments
OE	2716	pdf-149	133	A third example of this process, more thoroughly researched (because we have much more historical information), is the phonemic split of voiceless and voiced anterior fricatives in ME. In prehistoric OE the anterior fricatives *f, *þ (i.e. *[θ]), and *s had become voiced in fully voiced environments
OE	2716	pdf-149	133	A third example of this process, more thoroughly researched (because we have much more historical information), is the phonemic split of voiceless and voiced anterior fricatives in ME. In prehistoric OE the anterior fricatives *f, *þ (i.e. *[θ]), and *s had become voiced in fully voiced environments
OE	2716	pdf-149	133	A third example of this process, more thoroughly researched (because we have much more historical information), is the phonemic split of voiceless and voiced anterior fricatives in ME. In prehistoric OE the anterior fricatives *f, *þ (i.e. *[θ]), and *s had become voiced in fully voiced environments
French	2716	pdf-149	133	A third example of this process, more thoroughly researched (because we have much more historical information), is the phonemic split of voiceless and voiced anterior fricatives in ME. In prehistoric OE the anterior fricatives *f, *þ (i.e. *[θ]), and *s had become voiced in fully voiced environments
ME	2716	pdf-149	133	A third example of this process, more thoroughly researched (because we have much more historical information), is the phonemic split of voiceless and voiced anterior fricatives in ME. In prehistoric OE the anterior fricatives *f, *þ (i.e. *[θ]), and *s had become voiced in fully voiced environments
Old English	2720	pdf-150	134	**Table 6.15 Alternating and non-alternating labiodental fricatives in Old English**
Menomini	2731	pdf-150	134	between /s/ and /z/, in much the same way as the borrowing of ‘Joe’ and ‘Jew’ had begun to establish an underlying contrast in twentieth-century Menomini. They did not, however, disrupt the fricative voicing rule, on which see further below.
Menomini	2733	pdf-150	134	An explanation parallel to the one advanced above for Menomini and Zoque can account for the English data. There were numerous OE lexemes that exemplified the surface alternation [f ∼v], but also numerous others that exhibited only [v] because the fricative occurred in a voiced environment in all fo
OE	2733	pdf-150	134	An explanation parallel to the one advanced above for Menomini and Zoque can account for the English data. There were numerous OE lexemes that exemplified the surface alternation [f ∼v], but also numerous others that exhibited only [v] because the fricative occurred in a voiced environment in all fo
